sloc,lloc,function_count,class_count,loop_count,max_loop_depth,nested_loop_count,conditional_count,try_except_count,list_comprehensions,io_operations,network_calls,heavy_math_imports,recursion_candidates,avg_complexity,max_complexity,total_complexity,halstead_volume,halstead_difficulty,halstead_effort,maintainability_index,computational_intensity,actual_energy_joules,physics_energy,residual
247,241,4,0,1,1,0,4,2,7,2,4,3,1,4,8,8,1128,7,91197,100,18,4.490368,24.744795,-20.254427
222,220,1,5,3,3,1,15,4,2,0,1,2,1,2,8,10,102,36,54590,29,97,4.492407,141.699011,-137.20660400000003
245,245,4,5,9,3,6,10,3,10,0,2,0,1,1,21,5,4949,48,22751,74,20,10.110918,89.98128,-79.870362
490,484,14,4,8,4,7,9,5,3,6,1,2,0,9,13,17,1735,25,81139,17,28,36.555535,9589.310669,-9552.755134
99,98,17,4,2,2,1,10,5,10,6,3,1,0,13,12,83,3475,12,35378,23,13,4.675554,18.474855,-13.799301000000002
176,167,7,2,5,4,1,2,1,9,0,2,1,1,11,2,31,2205,5,74727,82,5,21.934427,3143.40264,-3121.4682129999997
409,404,1,0,10,0,4,0,2,4,6,4,1,2,13,13,93,2915,8,92098,96,12,6.059597,43.094129,-37.034532
56,48,4,0,12,3,0,9,1,2,10,3,0,0,12,8,28,1153,49,94182,30,64,20.74963,73.134973,-52.385343000000006
378,371,20,4,10,3,2,10,2,5,9,3,0,3,4,7,79,4971,4,19975,82,80,13.860264,270.147571,-256.28730700000006
397,390,9,4,2,2,1,14,2,2,4,1,0,2,10,12,46,730,4,23486,100,98,3.791791,50.104123,-46.312332
137,129,8,3,4,0,3,1,2,4,6,3,1,3,6,17,80,2569,23,10943,97,52,3.11016,24.32211,-21.211949999999998
354,347,19,5,1,1,0,0,1,1,4,3,1,3,14,3,29,3180,29,87706,21,44,5.811254,47.02931,-41.218056000000004
244,240,17,3,3,0,2,3,3,6,3,3,2,0,6,11,78,3983,13,92050,70,14,3.529351,22.451178,-18.921827
490,489,4,5,6,2,0,19,3,0,5,3,3,1,1,7,3,3464,17,33039,91,22,6.371719,28.997741,-22.626022000000003
77,70,8,3,2,2,1,13,4,3,10,2,1,0,2,14,44,2432,10,26031,54,53,2.870662,16.654771,-13.784109
87,80,13,2,12,0,8,19,1,1,10,4,1,2,11,24,96,2592,0,19727,68,18,8.046179,22.504375,-14.458196
447,441,3,5,13,2,8,0,3,2,10,3,0,0,4,24,25,3442,44,71576,31,76,11.698835,48.859722,-37.160886999999995
102,97,18,0,11,2,0,9,2,8,1,5,3,3,7,14,46,2885,34,55816,76,97,12.687514,37.526268,-24.838754
63,62,5,3,13,2,2,17,4,2,8,3,3,2,14,22,89,3583,40,37125,99,79,19.564851,26.586101,-7.021249999999998
58,57,20,0,13,0,7,19,4,1,10,3,0,2,14,14,28,1825,49,59589,80,48,6.737664,22.337768,-15.600104000000002
105,105,15,0,11,3,6,20,5,6,0,2,1,2,5,22,34,2518,50,54357,96,30,17.994567,61.430616,-43.436049
12,10,4,2,10,2,2,18,3,3,8,3,1,3,14,2,74,3515,8,83397,59,93,10.231003,22.259558,-12.028554999999999
211,205,10,4,5,3,3,3,5,2,8,0,3,2,14,18,21,2641,13,12223,21,3,15.426926,157.551338,-142.12441199999998
83,77,19,5,2,2,1,0,5,2,7,5,2,1,4,21,29,2432,12,70178,41,92,6.902607,36.829168,-29.926561000000003
399,396,1,2,2,1,0,20,4,1,1,3,0,0,3,10,34,1479,5,10142,73,46,2.50088,32.587032,-30.086152000000002
16,11,2,3,2,1,1,12,2,10,7,1,1,2,1,6,85,4647,40,79515,14,15,2.173146,6.052514,-3.8793680000000004
182,181,19,4,0,0,0,8,0,3,9,0,0,1,4,12,15,1777,1,42931,27,28,1.184803,12.962832,-11.778029
142,133,15,1,2,2,1,20,2,7,7,3,3,1,5,6,26,2302,25,13486,84,98,4.641356,31.867634,-27.226278
164,162,6,5,15,3,7,13,4,4,5,4,0,3,7,7,73,2891,23,82929,18,57,30.176885,136.561589,-106.384704
134,134,13,2,11,3,0,3,1,5,6,1,2,1,2,7,85,3044,23,19010,50,15,8.455574,53.171014,-44.71544
168,159,0,5,10,1,7,18,2,3,8,0,3,2,10,7,68,1781,6,73525,45,91,11.552822,23.642732,-12.089909999999998
348,339,18,5,13,3,5,10,1,3,0,3,3,0,5,14,16,1016,28,22431,86,41,18.037964,206.349146,-188.311182
201,196,18,0,9,0,0,14,2,2,6,0,0,2,11,1,9,3849,6,54405,48,35,2.005031,19.33969,-17.334659000000002
289,283,10,3,1,1,0,14,3,10,1,2,0,0,4,2,2,1136,6,42317,98,92,1.73948,31.820097,-30.080617
120,111,2,1,11,4,0,1,2,0,1,0,2,0,5,11,89,3109,17,91575,31,17,25.079592,3272.665594,-3247.586002
446,442,18,3,14,0,8,16,1,9,7,5,3,2,6,25,94,3954,14,12032,43,98,10.847836,69.416313,-58.568477
369,361,11,4,7,1,1,2,3,0,3,0,1,3,14,13,25,3994,6,44623,36,75,4.061603,47.681777,-43.620174
488,478,14,5,4,4,1,4,1,5,6,3,1,3,4,3,36,3465,10,89950,49,73,13.945411,9334.182614,-9320.237202999999
57,51,14,0,3,1,0,14,1,4,0,3,3,2,5,4,71,688,22,56554,37,19,3.184659,12.788717,-9.604058
32,22,8,2,3,0,2,13,1,4,3,3,1,2,9,20,64,4248,27,14311,97,6,3.617086,11.625581,-8.008495
132,128,3,1,3,0,0,18,2,3,1,4,0,2,4,20,90,3314,25,51496,22,28,2.60472,21.064901,-18.460181
109,107,20,2,9,0,1,5,4,9,7,5,2,1,3,11,88,568,10,24555,52,58,5.707261,31.331142,-25.623881
497,488,15,3,10,0,2,8,0,2,10,0,2,3,10,1,63,2027,30,14337,15,2,4.419276,33.029287,-28.610010999999997
121,116,16,1,4,0,1,9,5,5,7,3,2,2,11,16,33,2984,29,1777,55,38,4.936289,23.89767,-18.961381000000003
461,458,19,3,3,2,2,20,0,2,6,1,1,2,8,1,32,4731,47,91200,65,46,5.502927,38.986285,-33.483358
493,488,20,0,8,4,7,16,1,4,10,2,2,3,10,14,36,2533,12,5387,84,66,32.837767,13213.513282,-13180.675514999999
432,428,3,3,14,4,5,9,0,0,7,5,1,3,11,5,67,2373,39,73156,95,20,50.318687,8820.542304,-8770.223617
155,147,14,0,6,2,1,1,3,4,0,3,2,0,1,9,18,2868,18,65797,95,98,5.824787,25.491866,-19.667079
84,80,2,5,8,1,3,13,4,1,4,1,0,3,15,12,32,3164,27,52312,22,33,4.183638,12.855665,-8.672027
228,222,10,4,4,1,3,4,3,8,3,2,2,0,5,19,81,3777,34,24034,58,100,5.308163,31.080326,-25.772163
54,50,16,3,10,4,5,14,2,6,7,3,3,3,1,18,4,3448,5,99071,27,78,29.053786,834.579202,-805.5254160000001
196,187,19,4,9,0,6,4,3,10,0,3,3,0,2,2,35,876,21,77901,22,37,4.076816,19.987502,-15.910685999999998
251,251,10,0,3,3,2,1,5,3,8,1,3,1,4,22,82,1267,19,82344,49,92,9.311143,187.052406,-177.741263
107,100,2,0,4,4,1,16,0,3,3,0,3,0,14,17,57,3200,3,15966,48,51,14.367001,3458.278829,-3443.911828
99,96,7,4,8,4,7,19,0,6,2,5,0,1,3,24,85,1971,10,67045,99,69,22.964708,1729.179878,-1706.21517
346,342,18,3,11,2,6,12,5,1,7,3,3,1,1,10,59,984,36,51043,11,74,10.640063,35.252289,-24.612226
22,21,20,5,14,0,5,4,3,7,4,0,1,2,9,17,27,2857,45,68820,59,65,3.643241,4.072591,-0.4293499999999999
340,336,18,2,14,1,4,9,3,1,10,3,3,3,10,22,24,4718,45,66450,94,67,12.074864,49.428019,-37.353155
71,69,10,4,11,4,6,2,0,0,2,1,0,0,8,22,61,2651,48,30347,40,13,35.505592,1161.632858,-1126.127266
220,212,2,0,8,0,0,2,3,5,9,5,0,1,6,4,90,3682,24,17460,91,73,4.332574,45.035914,-40.70334
107,102,8,3,14,2,3,6,5,2,6,4,1,0,10,1,81,788,13,4356,27,0,12.513798,18.768737,-6.254939000000002
447,439,10,1,15,1,3,18,3,8,5,2,1,0,8,14,81,3081,4,74599,20,16,5.714759,33.148311,-27.433552
157,148,3,3,7,0,6,10,0,3,4,2,3,2,2,6,37,612,34,75413,40,66,4.430086,19.38508,-14.954994
34,27,3,4,15,2,0,1,2,6,4,1,2,0,3,7,71,2700,48,86944,17,30,7.188728,6.650692,0.538036
42,32,18,4,1,1,0,13,4,9,1,4,3,1,5,24,6,852,2,65089,74,28,3.985351,16.979411,-12.99406
405,399,7,0,1,0,0,17,4,6,10,5,0,3,1,13,99,3090,44,16415,65,89,4.734607,53.746837,-49.01223
286,286,3,3,3,3,2,11,1,5,6,0,1,1,2,19,2,1860,26,97973,78,72,5.53731,170.988035,-165.450725
373,372,1,0,1,1,0,5,2,0,5,2,1,2,3,20,51,3921,42,16040,94,9,2.88323,21.515826,-18.632596
133,127,17,1,15,2,3,14,5,4,5,4,2,1,9,9,41,4435,32,13681,16,44,12.524267,28.090458,-15.566191000000002
148,144,6,1,7,2,6,6,0,5,2,0,1,3,11,25,59,935,1,65392,14,34,6.198669,23.495839,-17.29717
306,306,9,0,1,1,0,15,0,6,6,3,0,1,4,13,24,3531,34,6849,94,39,2.705905,29.805365,-27.099459999999997
18,9,19,2,8,4,3,0,2,9,6,3,0,0,9,13,93,2354,34,60752,64,73,26.888557,493.436966,-466.548409
398,394,8,1,12,3,3,4,0,4,10,2,0,1,13,18,38,2765,36,51721,14,78,18.516658,456.122465,-437.60580699999997
405,405,19,0,3,2,2,8,1,7,7,0,3,0,8,2,46,3933,40,72955,37,52,7.598379,35.749743,-28.151364
301,299,2,2,10,0,7,5,2,4,4,3,1,1,11,6,19,406,14,15000,93,4,5.6758,27.721025,-22.045225000000002
301,298,1,4,7,0,4,8,0,10,5,4,0,1,6,4,10,4152,28,14835,75,9,3.592119,27.80464,-24.212521
109,104,18,2,13,0,6,9,1,0,5,4,2,2,7,21,48,3855,18,81515,13,20,8.676438,21.201627,-12.525189
471,462,0,0,6,2,5,16,4,5,3,3,0,1,7,25,84,642,4,29436,82,64,8.895356,50.284935,-41.389579
327,322,13,4,3,3,0,19,3,10,8,4,3,2,5,7,74,2400,15,43081,41,98,10.117741,283.379913,-273.26217199999996
64,58,7,3,13,2,1,11,4,8,1,2,3,1,8,14,30,4664,8,70466,41,99,12.640745,17.951322,-5.310577
350,344,4,4,8,2,5,10,0,1,6,3,1,3,11,25,26,1473,29,2033,31,15,10.711914,34.492824,-23.78091
481,476,3,1,1,1,0,5,0,2,8,4,3,3,6,5,52,4562,15,93321,47,15,7.284877,39.097291,-31.812413999999997
464,463,10,4,3,0,1,11,3,6,10,3,3,2,13,16,90,1102,46,24045,85,65,9.053587,66.334879,-57.281292
308,302,20,3,12,2,7,5,4,9,4,0,1,2,8,11,7,4621,33,68838,84,65,10.60708,28.83558,-18.2285
151,148,12,2,5,1,0,6,3,8,4,4,2,0,6,10,22,971,18,35893,72,56,6.174144,29.420483,-23.246339
474,471,19,0,7,2,2,3,1,8,8,1,0,0,15,18,69,1598,0,64011,13,47,7.728797,54.80573,-47.076933
149,148,18,3,14,4,2,14,2,1,1,3,3,3,5,3,18,2281,46,87649,24,45,38.791653,2580.326388,-2541.534735
43,33,5,4,10,2,7,20,5,8,10,0,2,0,7,4,91,4270,20,24955,81,84,9.272619,9.630837,-0.35821799999999904
23,22,20,5,0,0,0,18,3,3,10,1,2,3,3,16,24,4069,18,17274,35,81,4.114688,11.656707,-7.542019000000001
388,384,0,3,2,2,1,19,1,2,0,3,2,3,11,19,31,2856,30,69528,94,23,5.616469,37.44919,-31.832721
435,425,9,5,15,3,6,19,2,8,7,2,0,1,2,25,98,2353,26,58611,51,31,16.544599,187.377527,-170.83292799999998
494,484,3,2,12,1,7,15,4,6,10,1,0,2,5,17,28,3350,3,73696,51,33,6.708915,33.554189,-26.845274
167,157,12,3,13,3,4,1,2,7,3,2,0,2,8,14,29,4689,10,70256,36,99,24.198014,172.812444,-148.61443
317,314,4,4,0,0,0,2,5,5,5,4,0,0,9,7,47,4386,12,20577,78,50,5.316974,43.318346,-38.001371999999996
153,150,5,2,10,3,3,17,5,3,0,0,0,0,9,13,63,346,10,37105,48,3,11.399557,111.674893,-100.275336
22,19,3,3,12,1,4,2,0,1,8,5,3,0,1,24,70,4955,9,12524,85,50,6.140309,25.551288,-19.410978999999998
430,423,9,2,13,4,0,9,2,7,3,0,2,3,7,10,55,762,14,53258,81,35,33.970202,8641.324944,-8607.354742
264,260,12,0,15,3,5,17,5,1,7,1,0,3,13,8,58,3029,30,73813,23,82,31.124812,307.859348,-276.734536
175,168,20,0,3,3,2,6,3,9,3,0,1,3,10,16,67,4641,48,30465,17,98,6.998112,205.983043,-198.98493100000002
177,176,4,0,10,4,6,0,2,3,8,3,3,2,11,8,42,3779,45,63307,75,71,48.729095,5156.996933,-5108.267838000001
476,469,13,5,2,2,1,0,1,8,1,1,1,3,14,4,5,3474,31,22376,90,67,6.302136,56.932005,-50.629869
219,210,0,2,3,3,2,8,4,5,9,2,1,1,5,17,88,1674,39,93647,57,66,9.204934,157.635884,-148.43095
133,132,14,1,10,1,2,16,5,7,0,2,3,1,3,16,9,45,19,91942,34,25,4.126894,12.719052,-8.592158
36,30,14,4,5,0,4,20,4,3,5,5,0,1,5,10,55,4787,46,40075,57,79,4.441519,30.410164,-25.968645000000002
483,479,17,4,6,0,2,3,5,3,4,1,2,0,3,17,76,3137,21,75452,85,77,5.332759,36.040389,-30.707629999999998
320,314,15,1,5,0,3,6,0,9,2,1,1,3,14,1,42,637,3,17953,75,56,4.127572,37.785347,-33.657775
345,343,10,2,3,1,2,12,3,6,7,2,2,2,9,3,78,1752,10,83069,45,91,7.360756,48.154416,-40.793659999999996
255,255,8,5,3,3,2,20,2,2,0,2,3,2,12,14,28,4585,12,50129,57,22,7.999596,191.764822,-183.765226
105,101,11,4,6,0,4,10,0,5,4,4,0,2,1,21,36,3921,25,5756,99,90,3.403275,29.300508,-25.897233
297,296,0,5,15,4,7,15,1,7,10,4,0,0,6,1,79,1254,45,96494,32,16,49.926438,4403.253744,-4353.327305999999
219,219,3,0,14,0,5,3,4,4,3,5,0,2,14,22,41,1386,37,94651,56,66,8.719695,48.554295,-39.8346
433,429,1,0,6,4,2,8,0,2,7,0,2,1,12,17,53,1416,40,97888,10,39,23.027682,11760.571603,-11737.543921
292,282,3,2,14,4,1,18,3,1,1,0,1,0,3,11,76,164,49,22195,11,27,30.752034,7408.485869,-7377.733835
375,368,7,2,6,1,4,1,3,4,2,2,1,2,7,8,25,2234,12,23214,47,33,5.50647,30.859618,-25.353148
140,137,15,2,11,2,8,14,5,10,2,0,3,1,9,19,27,3554,22,84673,97,36,8.919712,20.526121,-11.606409
287,278,8,0,6,2,3,14,2,0,1,4,1,3,3,15,76,2645,23,73894,58,84,9.28425,39.277564,-29.993313999999998
466,466,10,5,3,2,0,5,3,7,5,2,0,1,15,12,40,1333,29,71667,33,96,4.487426,75.891683,-71.404257
308,304,13,5,12,3,3,8,5,5,9,2,3,3,5,2,30,4153,6,55179,64,99,20.577007,259.134202,-238.557195
493,487,12,4,0,0,0,5,2,9,8,1,1,1,11,11,7,740,19,18541,54,58,4.174003,52.129155,-47.955152
80,79,5,2,9,0,2,7,1,6,1,5,1,1,11,18,100,3065,0,62566,30,44,6.11329,27.299981,-21.186691
246,240,12,5,6,3,5,14,5,3,1,3,1,2,13,5,52,2679,18,88440,64,76,13.900151,284.961093,-271.060942
347,344,18,0,7,4,2,7,2,5,5,4,0,3,15,3,83,1884,8,65529,34,5,30.168423,7436.316132,-7406.147709
159,152,2,2,12,1,6,4,2,4,6,5,3,0,5,14,23,1339,25,89435,76,13,9.156562,25.023228,-15.866666
380,376,20,3,0,0,0,4,4,8,6,5,3,0,8,21,86,3290,27,7144,48,54,6.593074,52.552463,-45.959389
384,379,3,4,14,4,5,15,5,5,8,2,0,1,7,18,98,3141,43,10486,29,0,53.333328,5223.4416,-5170.108272
137,133,16,4,14,3,0,14,2,0,1,3,3,2,1,20,88,3025,16,55797,53,86,14.093332,88.419341,-74.326009
397,395,0,4,8,1,4,11,3,0,7,2,2,0,10,4,46,299,34,96820,60,31,8.015347,37.968507,-29.953160000000004
377,371,20,3,13,2,5,14,5,9,3,5,3,0,2,11,48,313,9,79869,91,12,11.244488,29.938979,-18.694491
267,264,2,2,9,3,6,0,1,4,10,5,0,3,2,7,74,2137,19,80685,75,69,14.360143,169.140189,-154.780046
298,294,6,3,8,1,4,16,5,0,9,3,1,2,5,1,53,1696,1,54306,94,16,5.860911,26.495016,-20.634104999999998
141,133,19,5,10,0,3,7,0,5,3,0,2,3,10,14,82,4876,21,70969,59,60,4.600858,14.779653,-10.178795000000001
182,181,14,1,14,3,3,17,5,2,10,3,2,3,1,22,74,643,40,63771,81,44,16.423697,90.456653,-74.032956
111,104,16,2,9,2,5,14,5,7,0,1,1,2,10,14,54,191,48,37209,81,95,10.115971,17.154591,-7.03862
280,277,12,4,3,0,2,6,1,1,9,2,1,1,13,25,95,3285,35,53545,55,96,5.715205,50.246905,-44.5317
219,213,19,2,10,2,1,20,5,5,8,4,3,1,14,13,64,3800,18,58911,30,22,12.358486,33.958426,-21.599940000000004
176,167,14,5,5,0,4,18,5,6,6,3,1,0,10,8,18,4994,39,65976,20,76,6.735962,34.581787,-27.845824999999998
379,376,0,2,7,1,6,2,2,0,9,5,3,1,14,6,59,3023,46,31367,32,60,12.757872,66.176421,-53.418549000000006
462,462,6,4,14,3,3,19,3,3,2,3,0,2,14,6,32,3786,46,9154,10,95,27.598117,603.969631,-576.371514
354,348,13,4,15,3,1,13,2,8,1,5,0,3,8,24,8,2399,25,95046,15,46,20.159709,269.68578,-249.52607100000003
337,336,13,0,3,1,2,18,0,2,5,3,2,1,15,8,62,1721,16,12730,52,82,6.983296,59.676717,-52.693420999999994
239,230,15,1,8,2,4,14,2,7,4,4,2,0,13,5,19,4274,18,3400,38,47,11.487251,40.172567,-28.685316
488,479,5,4,9,3,7,9,1,2,2,4,2,3,5,21,30,229,13,76445,48,18,19.080167,242.139059,-223.05889200000001
11,5,11,5,12,3,2,11,5,2,9,4,2,2,7,16,83,1385,33,63183,32,61,25.606675,30.340669,-4.733993999999999
180,177,9,1,7,1,4,19,5,1,10,1,2,3,8,19,82,99,47,68697,39,94,7.196327,27.776485,-20.580158
191,181,1,3,3,2,2,2,2,8,8,5,0,0,8,19,67,2031,15,33563,33,88,7.399731,48.126855,-40.727123999999996
372,371,5,0,8,4,4,2,5,3,1,1,2,0,4,8,32,4797,48,76188,71,59,22.424801,6532.191022,-6509.766221
279,272,1,2,2,1,1,3,3,1,7,1,0,1,10,16,39,4663,0,76246,65,14,3.086178,22.583434,-19.497256
417,413,19,3,0,0,0,19,2,7,10,1,2,3,9,10,83,2454,16,69755,41,43,4.107367,38.464394,-34.357027
352,347,16,2,14,0,2,15,0,5,8,3,3,1,3,3,98,3539,43,39929,22,56,5.562736,35.419348,-29.856612
98,96,3,1,6,2,5,9,2,8,7,0,2,1,10,22,20,2652,10,25153,60,100,7.610647,15.888499,-8.277852
441,436,19,5,5,2,4,15,5,9,6,5,2,1,15,9,61,2487,23,19003,49,42,14.228506,65.02783,-50.799324
162,157,18,3,13,0,6,1,3,5,10,1,3,2,1,23,26,1708,42,93935,42,37,4.196228,14.033118,-9.83689
17,17,13,3,10,4,8,6,1,9,8,3,2,0,2,8,21,2666,46,62872,85,60,31.443777,271.188864,-239.745087
496,490,15,1,8,4,6,1,0,0,10,2,2,2,8,10,15,3865,8,98281,19,41,27.735224,10104.405394,-10076.67017
427,420,4,4,9,4,3,17,0,7,3,2,2,2,12,1,18,557,50,91652,50,46,35.74449,11122.885958,-11087.141468000002
169,169,7,3,11,2,3,8,2,9,0,1,0,3,7,13,63,393,33,7901,75,47,6.157373,15.406832,-9.249459
294,287,1,4,10,4,7,9,4,5,10,0,0,0,9,25,15,4356,10,67305,21,73,23.368085,8521.860422,-8498.492337
389,389,13,2,14,3,2,20,2,1,2,5,2,3,9,25,89,3542,1,52620,83,37,16.079077,291.594241,-275.515164
324,321,12,0,0,0,0,13,1,4,3,4,2,3,11,22,26,4705,22,93703,83,19,5.655787,36.298675,-30.642888000000003
97,95,0,4,1,1,0,11,0,5,5,1,1,1,5,6,55,2220,14,28473,55,3,1.65837,8.329607,-6.671237
454,445,14,0,12,0,7,6,3,0,7,3,3,1,4,25,49,4835,7,12170,32,64,7.577052,44.558503,-36.981451
392,391,3,3,11,2,6,6,1,1,8,2,3,2,9,4,59,132,0,49811,63,51,12.561341,42.111692,-29.550351
186,186,9,0,13,2,3,2,5,10,6,3,0,2,12,21,42,371,9,32636,32,72,12.209102,36.531041,-24.321939
360,357,1,0,6,2,5,19,3,2,6,1,1,1,12,22,24,2990,7,21282,13,63,9.786528,42.248192,-32.461664
161,153,20,2,8,4,5,0,0,5,0,3,0,1,15,14,6,4419,24,99942,86,92,37.316862,6314.03735,-6276.720488
183,178,7,0,13,0,1,15,3,6,8,3,1,0,5,16,61,2104,8,42320,94,69,5.114993,30.423237,-25.308244000000002
494,491,3,3,15,4,3,4,1,8,2,1,1,0,12,4,92,3308,18,80611,23,31,52.195501,11540.676398,-11488.480897
159,156,14,5,8,1,5,13,2,10,2,4,0,3,11,2,26,1492,0,18737,91,4,8.580517,21.717746,-13.137229000000001
87,79,10,0,15,3,5,6,5,9,6,3,1,3,10,9,70,3603,7,97643,45,83,27.955799,104.236522,-76.280723
461,460,8,2,15,4,7,3,5,5,8,2,0,2,7,21,4,4450,8,12397,39,58,45.300831,9905.433581,-9860.132749999999
66,57,9,1,11,2,7,13,4,1,8,1,3,1,3,22,29,136,12,96129,55,67,10.460117,12.24832,-1.7882029999999993
276,272,1,4,11,4,3,16,1,5,2,0,1,1,14,25,92,1245,34,79910,64,25,33.329174,13210.3056,-13176.976426
30,21,12,2,12,4,6,15,3,5,2,5,2,0,2,9,91,4552,42,40842,36,93,32.473417,569.049538,-536.576121
391,382,4,1,15,1,3,12,1,10,6,3,1,1,14,12,10,1853,17,18407,61,15,9.116076,40.978126,-31.862050000000004
488,487,4,1,14,1,4,10,0,10,1,4,2,0,13,21,77,3859,14,86562,66,38,8.66643,57.932325,-49.265895
83,78,10,2,1,1,0,3,5,7,6,4,1,3,13,10,29,4283,6,11609,87,76,5.345406,32.002097,-26.656691
128,119,15,5,13,3,0,20,0,4,4,2,2,3,11,9,46,680,0,13255,72,31,15.235536,103.789728,-88.554192
345,336,3,5,15,4,6,19,4,10,6,0,0,0,10,4,16,1954,23,76037,96,90,51.105051,11589.208992,-11538.103941
220,214,12,5,1,1,0,14,4,8,0,3,3,0,4,19,24,197,40,43117,22,37,4.499886,22.716595,-18.216709
439,434,8,2,11,2,3,8,3,0,5,3,2,1,4,18,99,4483,41,42189,61,96,7.955525,51.062169,-43.106643999999996
404,400,5,3,2,2,1,19,4,3,5,2,0,0,11,13,41,4073,40,24404,58,25,5.263747,37.42146,-32.157713
177,168,14,2,5,1,4,0,0,3,9,2,2,1,7,20,90,622,12,12237,21,91,5.943002,30.9788,-25.035798
473,469,12,2,4,2,3,11,3,2,6,0,2,0,6,8,57,334,15,71825,29,85,7.335625,44.142214,-36.806589
360,351,7,1,14,1,2,0,2,3,0,4,3,3,7,18,71,4653,12,54044,33,66,9.271043,45.844047,-36.573004000000005
209,208,18,3,8,2,4,13,2,5,3,2,2,0,12,5,42,2022,50,70552,84,16,12.31195,21.955546,-9.643595999999999
264,262,15,4,10,0,3,11,5,10,8,1,3,2,10,2,59,3587,31,77471,65,8,5.143871,20.829478,-15.685607000000001
16,14,14,4,1,1,0,4,0,10,5,0,2,2,15,24,4,4896,31,56469,100,97,4.35619,5.399981,-1.0437910000000006
236,235,17,5,9,2,3,18,4,6,2,4,2,0,10,2,92,2935,37,15687,19,78,11.48509,43.738599,-32.253509
276,270,5,5,6,1,2,5,0,10,7,5,0,2,2,4,52,4702,44,89830,59,52,4.915879,37.573466,-32.65758700000001
180,176,3,2,11,1,6,8,3,1,2,2,3,1,4,12,83,668,21,59208,22,67,6.739002,21.453461,-14.714459000000002
15,5,19,0,1,1,0,5,0,8,0,0,2,3,5,1,73,4615,23,9094,32,24,1.165355,1.444908,-0.27955300000000016
116,115,3,5,4,4,3,18,1,7,2,4,1,3,1,20,5,4403,50,15765,49,37,12.153822,1365.321614,-1353.167792
183,181,5,4,5,0,4,6,4,2,9,2,3,3,13,15,15,4542,4,44347,41,46,7.599159,28.612802,-21.013643
101,98,12,0,11,0,7,18,0,8,1,5,2,3,13,18,83,1646,18,41984,27,57,11.5686,32.52778,-20.95918
154,154,20,3,12,3,6,2,3,0,7,0,2,3,10,13,40,4076,50,37643,97,89,20.741319,175.58094,-154.839621
489,481,9,4,5,2,0,17,0,0,4,3,1,2,9,2,88,3553,47,66633,77,22,6.658947,42.122671,-35.463724
194,193,1,1,3,3,2,7,5,5,1,5,1,3,4,19,82,127,2,50002,36,88,8.331997,161.291727,-152.95973
128,118,10,1,12,1,5,12,0,2,2,4,1,2,15,14,88,4673,45,82076,49,26,9.282348,25.926833,-16.644484999999996
382,381,8,3,0,0,0,12,2,3,7,2,0,3,1,23,99,3679,8,86895,98,28,2.212027,23.61471,-21.402683
466,463,15,0,5,4,4,5,5,4,10,5,3,2,9,10,37,4670,16,14220,25,50,24.879776,10706.07456,-10681.194784
491,485,17,3,6,1,5,1,3,7,1,0,1,0,14,13,24,684,48,90913,18,30,4.958116,82.182722,-77.224606
78,70,19,0,6,1,5,1,4,0,2,2,2,1,6,15,26,462,25,49811,29,37,4.728622,13.06398,-8.335358000000001
37,29,5,5,6,2,5,0,3,1,3,4,2,1,3,18,41,464,7,89753,18,52,6.221461,20.403906,-14.182445
91,83,10,2,1,1,0,7,0,6,0,4,0,3,13,19,16,1839,48,82350,14,72,3.526928,29.211206,-25.684278
42,40,20,3,12,2,6,14,5,3,10,3,2,2,11,15,62,1254,29,70314,56,28,12.881275,17.529938,-4.648663000000001
498,491,12,2,5,2,0,13,2,2,0,3,3,1,7,5,81,2891,13,53188,63,53,9.504661,47.483631,-37.978970000000004
380,371,14,3,14,2,5,10,5,6,2,5,1,1,4,23,25,4656,12,95591,94,100,10.633369,57.384288,-46.750918999999996
446,438,13,2,9,1,6,4,3,1,8,5,3,2,15,25,80,3376,3,26137,37,43,15.668935,66.780597,-51.111662
460,457,12,4,13,1,7,0,5,3,6,4,1,2,12,22,73,1276,41,52674,83,100,12.513845,80.700192,-68.186347
130,128,4,3,10,4,8,20,0,10,1,0,0,0,1,2,43,736,20,46752,35,95,28.701575,4220.944416,-4192.242841
495,487,9,0,11,4,5,18,3,7,5,5,1,2,5,4,72,1309,9,21398,63,15,40.090546,6783.04638,-6742.955833999999
292,283,20,3,8,1,1,4,3,1,0,1,3,3,7,16,22,163,37,90193,56,56,5.03074,25.037206,-20.006466000000003
297,292,14,0,15,4,5,10,0,5,1,1,1,2,11,13,20,909,50,87674,35,81,48.900837,9132.282166,-9083.381329000002
407,403,11,4,15,0,6,5,2,4,3,4,2,0,8,11,22,426,41,31300,99,39,9.793014,44.125943,-34.332929
234,224,10,0,8,3,1,10,4,0,2,4,0,0,5,13,26,3851,24,50907,14,88,11.052894,196.61419,-185.561296
192,192,16,3,13,2,2,11,5,4,8,1,3,2,5,3,58,694,42,41761,75,14,10.1798,14.477139,-4.297338999999999
420,410,3,1,2,1,1,2,1,9,3,0,0,0,12,1,95,2794,39,9225,29,74,3.341556,49.205975,-45.864419000000005
328,328,10,5,3,3,1,1,5,2,3,5,0,1,2,23,12,31,27,89863,39,26,6.002626,147.531948,-141.529322
372,364,12,2,6,3,3,15,4,2,7,2,0,3,3,17,1,651,11,25915,43,18,8.551738,158.064852,-149.513114
